YEAR,CYCLE,PLOT,REP,TRT,ROTATION,CURRENT,CURRENT_SIMPLE,PREVIOUS,PREVIOUS_SIMPLE,PREV_GROUP,WINTER_PLANT,NSPECIES,CROP_DIV,LENGTH,AGE,YIELD_KGHA
2001,1,210,2,1,CSfSwS,Corn,Corn,Swheat,Wheat,C3,FALSE,4,1.386294361,4,1,4501
2001,1,211,2,23,CCSSw,Soy,Soy,Swheat,Wheat,C3,FALSE,3,1.039720771,4,1,NA
2001,1,212,2,5,CSSwS,Corn,Corn,Swheat,Wheat,C3,FALSE,3,1.039720771,4,1,3847
2001,1,213,2,26,CSSwP,Soy,Soy,Swheat,Wheat,C3,FALSE,4,1.386294361,4,1,1232
2001,1,214,2,8,CSSwS,Soy,Soy,Swheat,Wheat,C3,FALSE,3,1.039720771,4,1,NA
2001,1,215,2,16,CCaWwS,Soy,Soy,Swheat,Wheat,C3,FALSE,4,1.386294361,4,1,1403
2001,1,217,2,25,CSSwP,Corn,Corn,Swheat,Wheat,C3,FALSE,4,1.386294361,4,1,4653
2001,1,218,2,3,CSfSwS,Swheat,Wheat,Swheat,Wheat,C3,FALSE,4,1.386294361,4,1,3417
2001,1,219,2,22,CCSSw,Corn,Corn,Swheat,Wheat,C3,FALSE,3,1.039720771,4,1,3912
2001,1,220,2,33,CS,Corn,Corn,Swheat,Wheat,C3,FALSE,2,0.693147181,2,1,3543
2001,1,221,2,10,CPWwS,Pea,Pea,Swheat,Wheat,C3,FALSE,4,1.386294361,4,1,2936
2001,1,222,2,12,CPWwS,Soy,Soy,Swheat,Wheat,C3,FALSE,4,1.386294361,4,1,878
2001,1,223,2,30,COWwS,Oat,Oat,Swheat,Wheat,C3,FALSE,4,1.386294361,4,1,3651
2001,1,225,2,6,CSSwS,Soy,Soy,Swheat,Wheat,C3,FALSE,3,1.039720771,4,1,634
2001,1,226,2,21,CCSSw,Corn,Corn,Swheat,Wheat,C3,FALSE,3,1.039720771,4,1,3322
2001,1,227,2,27,CSSwP,Swheat,Wheat,Swheat,Wheat,C3,FALSE,4,1.386294361,4,1,3381
2001,1,228,2,24,CCSSw,Swheat,Wheat,Swheat,Wheat,C3,FALSE,3,1.039720771,4,1,3731
2001,1,229,2,7,CSSwS,Swheat,Wheat,Swheat,Wheat,C3,FALSE,3,1.039720771,4,1,3633
2001,1,230,2,34,CS,Soy,Soy,Swheat,Wheat,C3,FALSE,2,0.693147181,2,1,697
2001,1,231,2,19,CSSwSf,Swheat,Wheat,Swheat,Wheat,C3,FALSE,4,1.386294361,4,1,3953
2001,1,232,2,32,COWwS,Soy,Soy,Swheat,Wheat,C3,FALSE,4,1.386294361,4,1,695
2001,1,233,2,28,CSSwP,Pea,Pea,Swheat,Wheat,C3,FALSE,4,1.386294361,4,1,2258
2001,1,234,2,20,CSSwSf,Sun,Sun,Swheat,Wheat,C3,FALSE,4,1.386294361,4,1,1916
2001,1,235,2,9,CPWwS,Corn,Corn,Swheat,Wheat,C3,FALSE,4,1.386294361,4,1,4186
2001,1,236,2,13,CCaWwS,Corn,Corn,Swheat,Wheat,C3,FALSE,4,1.386294361,4,1,2773
2001,1,237,2,15,CCaWwS,Wwheat,Wheat,Swheat,Wheat,C3,TRUE,4,1.386294361,4,1,4453
2001,1,301,3,27,CSSwP,Swheat,Wheat,Swheat,Wheat,C3,FALSE,4,1.386294361,4,1,3597
2001,1,302,3,10,CPWwS,Pea,Pea,Swheat,Wheat,C3,FALSE,4,1.386294361,4,1,3452
2001,1,303,3,32,COWwS,Soy,Soy,Swheat,Wheat,C3,FALSE,4,1.386294361,4,1,697
2001,1,304,3,11,CPWwS,Wwheat,Wheat,Swheat,Wheat,C3,TRUE,4,1.386294361,4,1,4437
2001,1,305,3,21,CCSSw,Corn,Corn,Swheat,Wheat,C3,FALSE,3,1.039720771,4,1,4404
2001,1,308,3,16,CCaWwS,Soy,Soy,Swheat,Wheat,C3,FALSE,4,1.386294361,4,1,1260
2001,1,309,3,1,CSfSwS,Corn,Corn,Swheat,Wheat,C3,FALSE,4,1.386294361,4,1,4417
2001,1,310,3,34,CS,Soy,Soy,Swheat,Wheat,C3,FALSE,2,0.693147181,2,1,743
2001,1,311,3,2,CSfSwS,Sun,Sun,Swheat,Wheat,C3,FALSE,4,1.386294361,4,1,1716
2001,1,312,3,12,CPWwS,Soy,Soy,Swheat,Wheat,C3,FALSE,4,1.386294361,4,1,1087
2001,1,313,3,20,CSSwSf,Sun,Sun,Swheat,Wheat,C3,FALSE,4,1.386294361,4,1,2792
2001,1,314,3,26,CSSwP,Soy,Soy,Swheat,Wheat,C3,FALSE,4,1.386294361,4,1,1023
2001,1,315,3,23,CCSSw,Soy,Soy,Swheat,Wheat,C3,FALSE,3,1.039720771,4,1,1114
2001,1,316,3,5,CSSwS,Corn,Corn,Swheat,Wheat,C3,FALSE,3,1.039720771,4,1,3148
2001,1,317,3,15,CCaWwS,Wwheat,Wheat,Swheat,Wheat,C3,TRUE,4,1.386294361,4,1,4322
2001,1,318,3,31,COWwS,Wwheat,Wheat,Swheat,Wheat,C3,TRUE,4,1.386294361,4,1,3953
2001,1,319,3,7,CSSwS,Swheat,Wheat,Swheat,Wheat,C3,FALSE,3,1.039720771,4,1,3796
2001,1,320,3,6,CSSwS,Soy,Soy,Swheat,Wheat,C3,FALSE,3,1.039720771,4,1,436
2001,1,321,3,19,CSSwSf,Swheat,Wheat,Swheat,Wheat,C3,FALSE,4,1.386294361,4,1,3034
2001,1,322,3,24,CCSSw,Swheat,Wheat,Swheat,Wheat,C3,FALSE,3,1.039720771,4,1,3867
2001,1,323,3,25,CSSwP,Corn,Corn,Swheat,Wheat,C3,FALSE,4,1.386294361,4,1,NA
2001,1,324,3,4,CSfSwS,Soy,Soy,Swheat,Wheat,C3,FALSE,4,1.386294361,4,1,427
2001,1,325,3,14,CCaWwS,Can,Can,Swheat,Wheat,C3,FALSE,4,1.386294361,4,1,956
2001,1,327,3,28,CSSwP,Pea,Pea,Swheat,Wheat,C3,FALSE,4,1.386294361,4,1,2509
2001,1,328,3,30,COWwS,Oat,Oat,Swheat,Wheat,C3,FALSE,4,1.386294361,4,1,4146
2001,1,329,3,22,CCSSw,Corn,Corn,Swheat,Wheat,C3,FALSE,3,1.039720771,4,1,2737
2001,1,330,3,29,COWwS,Corn,Corn,Swheat,Wheat,C3,FALSE,4,1.386294361,4,1,5022
2001,1,331,3,3,CSfSwS,Swheat,Wheat,Swheat,Wheat,C3,FALSE,4,1.386294361,4,1,3572
2001,1,332,3,33,CS,Corn,Corn,Swheat,Wheat,C3,FALSE,2,0.693147181,2,1,3160
2001,1,333,3,9,CPWwS,Corn,Corn,Swheat,Wheat,C3,FALSE,4,1.386294361,4,1,4475
2001,1,334,3,8,CSSwS,Soy,Soy,Swheat,Wheat,C3,FALSE,3,1.039720771,4,1,750
2001,1,335,3,13,CCaWwS,Corn,Corn,Swheat,Wheat,C3,FALSE,4,1.386294361,4,1,3272
2001,1,336,3,18,CSSwSf,Soy,Soy,Swheat,Wheat,C3,FALSE,4,1.386294361,4,1,724
2001,1,337,3,17,CSSwSf,Corn,Corn,Swheat,Wheat,C3,FALSE,4,1.386294361,4,1,3739
2001,1,401,4,8,CSSwS,Soy,Soy,Swheat,Wheat,C3,FALSE,3,1.039720771,4,1,721
2001,1,402,4,30,COWwS,Oat,Oat,Swheat,Wheat,C3,FALSE,4,1.386294361,4,1,4281
2001,1,403,4,23,CCSSw,Soy,Soy,Swheat,Wheat,C3,FALSE,3,1.039720771,4,1,975
2001,1,404,4,11,CPWwS,Wwheat,Wheat,Swheat,Wheat,C3,TRUE,4,1.386294361,4,1,4410
2001,1,405,4,2,CSfSwS,Sun,Sun,Swheat,Wheat,C3,FALSE,4,1.386294361,4,1,2405
2001,1,406,4,17,CSSwSf,Corn,Corn,Swheat,Wheat,C3,FALSE,4,1.386294361,4,1,4258
2001,1,407,4,10,CPWwS,Pea,Pea,Swheat,Wheat,C3,FALSE,4,1.386294361,4,1,3730
2001,1,408,4,12,CPWwS,Soy,Soy,Swheat,Wheat,C3,FALSE,4,1.386294361,4,1,1006
2001,1,409,4,29,COWwS,Corn,Corn,Swheat,Wheat,C3,FALSE,4,1.386294361,4,1,5384
2001,1,411,4,25,CSSwP,Corn,Corn,Swheat,Wheat,C3,FALSE,4,1.386294361,4,1,4377
2001,1,412,4,1,CSfSwS,Corn,Corn,Swheat,Wheat,C3,FALSE,4,1.386294361,4,1,5250
2001,1,413,4,31,COWwS,Wwheat,Wheat,Swheat,Wheat,C3,TRUE,4,1.386294361,4,1,3896
2001,1,414,4,15,CCaWwS,Wwheat,Wheat,Swheat,Wheat,C3,TRUE,4,1.386294361,4,1,3956
2001,1,415,4,16,CCaWwS,Soy,Soy,Swheat,Wheat,C3,FALSE,4,1.386294361,4,1,941
2001,1,416,4,6,CSSwS,Soy,Soy,Swheat,Wheat,C3,FALSE,3,1.039720771,4,1,798
2001,1,417,4,13,CCaWwS,Corn,Corn,Swheat,Wheat,C3,FALSE,4,1.386294361,4,1,4660
2001,1,418,4,22,CCSSw,Corn,Corn,Swheat,Wheat,C3,FALSE,3,1.039720771,4,1,5564
2001,1,419,4,19,CSSwSf,Swheat,Wheat,Swheat,Wheat,C3,FALSE,4,1.386294361,4,1,3497
2001,1,421,4,9,CPWwS,Corn,Corn,Swheat,Wheat,C3,FALSE,4,1.386294361,4,1,4295
2001,1,422,4,27,CSSwP,Swheat,Wheat,Swheat,Wheat,C3,FALSE,4,1.386294361,4,1,4388
2001,1,423,4,32,COWwS,Soy,Soy,Swheat,Wheat,C3,FALSE,4,1.386294361,4,1,NA
2001,1,424,4,4,CSfSwS,Soy,Soy,Swheat,Wheat,C3,FALSE,4,1.386294361,4,1,484
2001,1,425,4,7,CSSwS,Swheat,Wheat,Swheat,Wheat,C3,FALSE,3,1.039720771,4,1,3535
2001,1,426,4,26,CSSwP,Soy,Soy,Swheat,Wheat,C3,FALSE,4,1.386294361,4,1,945
2001,1,427,4,34,CS,Soy,Soy,Swheat,Wheat,C3,FALSE,2,0.693147181,2,1,720
2001,1,428,4,5,CSSwS,Corn,Corn,Swheat,Wheat,C3,FALSE,3,1.039720771,4,1,4675
2001,1,429,4,24,CCSSw,Swheat,Wheat,Swheat,Wheat,C3,FALSE,3,1.039720771,4,1,3793
2001,1,430,4,18,CSSwSf,Soy,Soy,Swheat,Wheat,C3,FALSE,4,1.386294361,4,1,463
2001,1,431,4,28,CSSwP,Pea,Pea,Swheat,Wheat,C3,FALSE,4,1.386294361,4,1,3584
2001,1,432,4,20,CSSwSf,Sun,Sun,Swheat,Wheat,C3,FALSE,4,1.386294361,4,1,2110
2001,1,434,4,33,CS,Corn,Corn,Swheat,Wheat,C3,FALSE,2,0.693147181,2,1,4529
2001,1,435,4,3,CSfSwS,Swheat,Wheat,Swheat,Wheat,C3,FALSE,4,1.386294361,4,1,3882
2001,1,436,4,14,CCaWwS,Can,Can,Swheat,Wheat,C3,FALSE,4,1.386294361,4,1,835
2001,1,437,4,21,CCSSw,Corn,Corn,Swheat,Wheat,C3,FALSE,3,1.039720771,4,1,4153
2002,1,101,1,2,CSfSwS,Swheat,Wheat,Sun,Sun,Forbe,FALSE,4,1.386294361,4,2,1538
2002,1,102,1,13,CCaWwS,Can,Can,Corn,Corn,C4,FALSE,4,1.386294361,4,2,NA
2002,1,103,1,16,CCaWwS,Corn,Corn,Soy,Soy,Legume,FALSE,4,1.386294361,4,2,4068
2002,1,104,1,29,COWwS,Oat,Oat,Corn,Corn,C4,FALSE,4,1.386294361,4,2,3938
2002,1,105,1,28,CSSwP,Corn,Corn,Pea,Pea,Legume,FALSE,4,1.386294361,4,2,3628
2002,1,107,1,24,CCSSw,Corn,Corn,Swheat,Wheat,C3,FALSE,3,1.039720771,4,2,2156
2002,1,108,1,30,COWwS,Wwheat,Wheat,Oat,Oat,C3,TRUE,4,1.386294361,4,2,2449
2002,1,109,1,14,CCaWwS,Wwheat,Wheat,Can,Can,Forbe,TRUE,4,1.386294361,4,2,3330
2002,1,110,1,20,CSSwSf,Corn,Corn,Sun,Sun,Forbe,FALSE,4,1.386294361,4,2,3068
2002,1,112,1,23,CCSSw,Swheat,Wheat,Soy,Soy,Legume,FALSE,3,1.039720771,4,2,2010
2002,1,113,1,34,CS,Corn,Corn,Soy,Soy,Legume,FALSE,2,0.693147181,2,2,3956
2002,1,114,1,7,CSSwS,Soy,Soy,Swheat,Wheat,C3,FALSE,3,1.039720771,4,2,2234
2002,1,115,1,22,CCSSw,Soy,Soy,Corn,Corn,C4,FALSE,3,1.039720771,4,2,1813
2002,1,117,1,12,CPWwS,Corn,Corn,Soy,Soy,Legume,FALSE,4,1.386294361,4,2,4981
2002,1,118,1,26,CSSwP,Swheat,Wheat,Soy,Soy,Legume,FALSE,4,1.386294361,4,2,2010
2002,1,119,1,21,CCSSw,Corn,Corn,Corn,Corn,C4,FALSE,3,1.039720771,4,2,1547
2002,1,120,1,11,CPWwS,Soy,Soy,Wwheat,Wheat,C3,FALSE,4,1.386294361,4,2,2187
2002,1,121,1,15,CCaWwS,Soy,Soy,Wwheat,Wheat,C3,FALSE,4,1.386294361,4,2,2102
2002,1,122,1,19,CSSwSf,Sun,Sun,Swheat,Wheat,C3,FALSE,4,1.386294361,4,2,NA
2002,1,123,1,9,CPWwS,Pea,Pea,Corn,Corn,C4,FALSE,4,1.386294361,4,2,1392
2002,1,124,1,18,CSSwSf,Swheat,Wheat,Soy,Soy,Legume,FALSE,4,1.386294361,4,2,1710
2002,1,125,1,10,CPWwS,Wwheat,Wheat,Pea,Pea,Legume,TRUE,4,1.386294361,4,2,2481
2002,1,126,1,3,CSfSwS,Soy,Soy,Swheat,Wheat,C3,FALSE,4,1.386294361,4,2,1933
2002,1,127,1,6,CSSwS,Swheat,Wheat,Soy,Soy,Legume,FALSE,3,1.039720771,4,2,1560
2002,1,128,1,4,CSfSwS,Corn,Corn,Soy,Soy,Legume,FALSE,4,1.386294361,4,2,3575
2002,1,129,1,32,COWwS,Corn,Corn,Soy,Soy,Legume,FALSE,4,1.386294361,4,2,2921
2002,1,130,1,27,CSSwP,Pea,Pea,Swheat,Wheat,C3,FALSE,4,1.386294361,4,2,1236
2002,1,131,1,25,CSSwP,Soy,Soy,Corn,Corn,C4,FALSE,4,1.386294361,4,2,1750
2002,1,132,1,31,COWwS,Soy,Soy,Wwheat,Wheat,C3,FALSE,4,1.386294361,4,2,2096
2002,1,133,1,33,CS,Soy,Soy,Corn,Corn,C4,FALSE,2,0.693147181,2,2,1707
2002,1,134,1,5,CSSwS,Soy,Soy,Corn,Corn,C4,FALSE,3,1.039720771,4,2,2139
2002,1,135,1,8,CSSwS,Corn,Corn,Soy,Soy,Legume,FALSE,3,1.039720771,4,2,5122
2002,1,136,1,17,CSSwSf,Soy,Soy,Corn,Corn,C4,FALSE,4,1.386294361,4,2,1900
2002,1,137,1,1,CSfSwS,Sun,Sun,Corn,Corn,C4,FALSE,4,1.386294361,4,2,NA
2002,1,202,2,2,CSfSwS,Swheat,Wheat,Sun,Sun,Forbe,FALSE,4,1.386294361,4,2,1406
2002,1,203,2,4,CSfSwS,Corn,Corn,Soy,Soy,Legume,FALSE,4,1.386294361,4,2,3369
2002,1,204,2,31,COWwS,Soy,Soy,Wwheat,Wheat,C3,FALSE,4,1.386294361,4,2,2123
2002,1,205,2,18,CSSwSf,Swheat,Wheat,Soy,Soy,Legume,FALSE,4,1.386294361,4,2,1357
2002,1,206,2,11,CPWwS,Soy,Soy,Wwheat,Wheat,C3,FALSE,4,1.386294361,4,2,1924
2002,1,207,2,29,COWwS,Oat,Oat,Corn,Corn,C4,FALSE,4,1.386294361,4,2,4499
2002,1,208,2,14,CCaWwS,Wwheat,Wheat,Can,Can,Forbe,TRUE,4,1.386294361,4,2,2518
2002,1,209,2,17,CSSwSf,Soy,Soy,Corn,Corn,C4,FALSE,4,1.386294361,4,2,1822
2002,1,210,2,1,CSfSwS,Sun,Sun,Corn,Corn,C4,FALSE,4,1.386294361,4,2,NA
2002,1,211,2,23,CCSSw,Swheat,Wheat,Soy,Soy,Legume,FALSE,3,1.039720771,4,2,1511
2002,1,212,2,5,CSSwS,Soy,Soy,Corn,Corn,C4,FALSE,3,1.039720771,4,2,1791
2002,1,213,2,26,CSSwP,Swheat,Wheat,Soy,Soy,Legume,FALSE,4,1.386294361,4,2,1689
2002,1,214,2,8,CSSwS,Corn,Corn,Soy,Soy,Legume,FALSE,3,1.039720771,4,2,4971
2002,1,215,2,16,CCaWwS,Corn,Corn,Soy,Soy,Legume,FALSE,4,1.386294361,4,2,3669
2002,1,217,2,25,CSSwP,Soy,Soy,Corn,Corn,C4,FALSE,4,1.386294361,4,2,1714
2002,1,218,2,3,CSfSwS,Soy,Soy,Swheat,Wheat,C3,FALSE,4,1.386294361,4,2,1949
2002,1,219,2,22,CCSSw,Soy,Soy,Corn,Corn,C4,FALSE,3,1.039720771,4,2,1817
2002,1,220,2,33,CS,Soy,Soy,Corn,Corn,C4,FALSE,2,0.693147181,2,2,1887
2002,1,221,2,10,CPWwS,Wwheat,Wheat,Pea,Pea,Legume,TRUE,4,1.386294361,4,2,2560
2002,1,222,2,12,CPWwS,Corn,Corn,Soy,Soy,Legume,FALSE,4,1.386294361,4,2,4135
2002,1,223,2,30,COWwS,Wwheat,Wheat,Oat,Oat,C3,TRUE,4,1.386294361,4,2,2394
2002,1,225,2,6,CSSwS,Swheat,Wheat,Soy,Soy,Legume,FALSE,3,1.039720771,4,2,1609
2002,1,226,2,21,CCSSw,Corn,Corn,Corn,Corn,C4,FALSE,3,1.039720771,4,2,1727
2002,1,227,2,27,CSSwP,Pea,Pea,Swheat,Wheat,C3,FALSE,4,1.386294361,4,2,1150
2002,1,228,2,24,CCSSw,Corn,Corn,Swheat,Wheat,C3,FALSE,3,1.039720771,4,2,3828
2002,1,229,2,7,CSSwS,Soy,Soy,Swheat,Wheat,C3,FALSE,3,1.039720771,4,2,1584
2002,1,230,2,34,CS,Corn,Corn,Soy,Soy,Legume,FALSE,2,0.693147181,2,2,3461
2002,1,231,2,19,CSSwSf,Sun,Sun,Swheat,Wheat,C3,FALSE,4,1.386294361,4,2,NA
2002,1,232,2,32,COWwS,Corn,Corn,Soy,Soy,Legume,FALSE,4,1.386294361,4,2,2971
2002,1,233,2,28,CSSwP,Corn,Corn,Pea,Pea,Legume,FALSE,4,1.386294361,4,2,3231
2002,1,234,2,20,CSSwSf,Corn,Corn,Sun,Sun,Forbe,FALSE,4,1.386294361,4,2,2548
2002,1,235,2,9,CPWwS,Pea,Pea,Corn,Corn,C4,FALSE,4,1.386294361,4,2,1496
2002,1,236,2,13,CCaWwS,Can,Can,Corn,Corn,C4,FALSE,4,1.386294361,4,2,NA
2002,1,237,2,15,CCaWwS,Soy,Soy,Wwheat,Wheat,C3,FALSE,4,1.386294361,4,2,2005
2002,1,301,3,27,CSSwP,Pea,Pea,Swheat,Wheat,C3,FALSE,4,1.386294361,4,2,1419
2002,1,302,3,10,CPWwS,Wwheat,Wheat,Pea,Pea,Legume,TRUE,4,1.386294361,4,2,2730
2002,1,303,3,32,COWwS,Corn,Corn,Soy,Soy,Legume,FALSE,4,1.386294361,4,2,3408
2002,1,304,3,11,CPWwS,Soy,Soy,Wwheat,Wheat,C3,FALSE,4,1.386294361,4,2,2151
2002,1,305,3,21,CCSSw,Corn,Corn,Corn,Corn,C4,FALSE,3,1.039720771,4,2,1992
2002,1,308,3,16,CCaWwS,Corn,Corn,Soy,Soy,Legume,FALSE,4,1.386294361,4,2,4745
2002,1,309,3,1,CSfSwS,Sun,Sun,Corn,Corn,C4,FALSE,4,1.386294361,4,2,NA
2002,1,310,3,34,CS,Corn,Corn,Soy,Soy,Legume,FALSE,2,0.693147181,2,2,4372
2002,1,311,3,2,CSfSwS,Swheat,Wheat,Sun,Sun,Forbe,FALSE,4,1.386294361,4,2,1301
2002,1,312,3,12,CPWwS,Corn,Corn,Soy,Soy,Legume,FALSE,4,1.386294361,4,2,5340
2002,1,313,3,20,CSSwSf,Corn,Corn,Sun,Sun,Forbe,FALSE,4,1.386294361,4,2,3240
2002,1,314,3,26,CSSwP,Swheat,Wheat,Soy,Soy,Legume,FALSE,4,1.386294361,4,2,1699
2002,1,315,3,23,CCSSw,Swheat,Wheat,Soy,Soy,Legume,FALSE,3,1.039720771,4,2,1875
2002,1,316,3,5,CSSwS,Soy,Soy,Corn,Corn,C4,FALSE,3,1.039720771,4,2,2028
2002,1,317,3,15,CCaWwS,Soy,Soy,Wwheat,Wheat,C3,FALSE,4,1.386294361,4,2,2378
2002,1,318,3,31,COWwS,Soy,Soy,Wwheat,Wheat,C3,FALSE,4,1.386294361,4,2,1710
2002,1,319,3,7,CSSwS,Soy,Soy,Swheat,Wheat,C3,FALSE,3,1.039720771,4,2,1837
2002,1,320,3,6,CSSwS,Swheat,Wheat,Soy,Soy,Legume,FALSE,3,1.039720771,4,2,1653
2002,1,321,3,19,CSSwSf,Sun,Sun,Swheat,Wheat,C3,FALSE,4,1.386294361,4,2,NA
2002,1,322,3,24,CCSSw,Corn,Corn,Swheat,Wheat,C3,FALSE,3,1.039720771,4,2,3947
2002,1,323,3,25,CSSwP,Soy,Soy,Corn,Corn,C4,FALSE,4,1.386294361,4,2,1913
2002,1,324,3,4,CSfSwS,Corn,Corn,Soy,Soy,Legume,FALSE,4,1.386294361,4,2,4112
2002,1,325,3,14,CCaWwS,Wwheat,Wheat,Can,Can,Forbe,TRUE,4,1.386294361,4,2,2767
2002,1,327,3,28,CSSwP,Corn,Corn,Pea,Pea,Legume,FALSE,4,1.386294361,4,2,3016
2002,1,328,3,30,COWwS,Wwheat,Wheat,Oat,Oat,C3,TRUE,4,1.386294361,4,2,2310
2002,1,329,3,22,CCSSw,Soy,Soy,Corn,Corn,C4,FALSE,3,1.039720771,4,2,1505
2002,1,330,3,29,COWwS,Oat,Oat,Corn,Corn,C4,FALSE,4,1.386294361,4,2,4073
2002,1,331,3,3,CSfSwS,Soy,Soy,Swheat,Wheat,C3,FALSE,4,1.386294361,4,2,1669
2002,1,332,3,33,CS,Soy,Soy,Corn,Corn,C4,FALSE,2,0.693147181,2,2,1444
2002,1,333,3,9,CPWwS,Pea,Pea,Corn,Corn,C4,FALSE,4,1.386294361,4,2,1272
2002,1,334,3,8,CSSwS,Corn,Corn,Soy,Soy,Legume,FALSE,3,1.039720771,4,2,4423
2002,1,335,3,13,CCaWwS,Can,Can,Corn,Corn,C4,FALSE,4,1.386294361,4,2,NA
2002,1,336,3,18,CSSwSf,Swheat,Wheat,Soy,Soy,Legume,FALSE,4,1.386294361,4,2,1686
